prospect_firma,prospect_url,partner_name,partner_evaluation_score,partner_avg_leads,match_score,overlap_type
G&W Software AG,gw-software.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Elaine Technologies GmbH,elaine.io,CareLend,47,3,2.85,HORIZONTAL
Elaine Technologies GmbH,elaine.io,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Elaine Technologies GmbH,elaine.io,HRlab,45,2,2.75,HORIZONTAL
Elaine Technologies GmbH,elaine.io,Tap to Tie,44,2,2.7,HORIZONTAL
Elaine Technologies GmbH,elaine.io,vemeto GmbH,43,1,2.65,HORIZONTAL
Graphitsoft,https://graphisoft.com/de/archicad,CareLend,47,3,2.85,HORIZONTAL
Graphitsoft,https://graphisoft.com/de/archicad,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Graphitsoft,https://graphisoft.com/de/archicad,HRlab,45,2,2.75,HORIZONTAL
Graphitsoft,https://graphisoft.com/de/archicad,Tap to Tie,44,2,2.7,HORIZONTAL
Graphitsoft,https://graphisoft.com/de/archicad,vemeto GmbH,43,1,2.65,HORIZONTAL
Spryker,https://spryker.com/de/,CareLend,47,3,2.85,HORIZONTAL
Spryker,https://spryker.com/de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Spryker,https://spryker.com/de/,HRlab,45,2,2.75,HORIZONTAL
Spryker,https://spryker.com/de/,Tap to Tie,44,2,2.7,HORIZONTAL
Spryker,https://spryker.com/de/,vemeto GmbH,43,1,2.65,HORIZONTAL
iDWELL,idwell.com,CareLend,47,3,2.85,HORIZONTAL
iDWELL,idwell.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
iDWELL,idwell.com,HRlab,45,2,2.75,HORIZONTAL
iDWELL,idwell.com,Tap to Tie,44,2,2.7,HORIZONTAL
iDWELL,idwell.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Birdie,birdie.care,CareLend,47,3,2.85,HORIZONTAL
Birdie,birdie.care,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Birdie,birdie.care,HRlab,45,2,2.75,HORIZONTAL
Birdie,birdie.care,Tap to Tie,44,2,2.7,HORIZONTAL
Birdie,birdie.care,vemeto GmbH,43,1,2.65,HORIZONTAL
TOMEY GmbH,tomey.de,CareLend,47,3,2.85,HORIZONTAL
TOMEY GmbH,tomey.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
TOMEY GmbH,tomey.de,HRlab,45,2,2.75,HORIZONTAL
TOMEY GmbH,tomey.de,Tap to Tie,44,2,2.7,HORIZONTAL
TOMEY GmbH,tomey.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Vectorworks,www.vectorworks.net/de,CareLend,47,3,2.85,HORIZONTAL
Vectorworks,www.vectorworks.net/de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Vectorworks,www.vectorworks.net/de,HRlab,45,2,2.75,HORIZONTAL
Vectorworks,www.vectorworks.net/de,Tap to Tie,44,2,2.7,HORIZONTAL
Vectorworks,www.vectorworks.net/de,vemeto GmbH,43,1,2.65,HORIZONTAL
Payuca GmbH,www.payuca.com,CareLend,47,3,2.85,HORIZONTAL
Payuca GmbH,www.payuca.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Payuca GmbH,www.payuca.com,HRlab,45,2,2.75,HORIZONTAL
Payuca GmbH,www.payuca.com,Tap to Tie,44,2,2.7,HORIZONTAL
Payuca GmbH,www.payuca.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Rehadapt Engineering GmbH,rehadapt.com,CareLend,47,3,2.85,HORIZONTAL
Rehadapt Engineering GmbH,rehadapt.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Rehadapt Engineering GmbH,rehadapt.com,HRlab,45,2,2.75,HORIZONTAL
Rehadapt Engineering GmbH,rehadapt.com,Tap to Tie,44,2,2.7,HORIZONTAL
Rehadapt Engineering GmbH,rehadapt.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Tractus Team GmbH,tractus.info,CareLend,47,3,2.85,HORIZONTAL
Tractus Team GmbH,tractus.info,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Tractus Team GmbH,tractus.info,HRlab,45,2,2.75,HORIZONTAL
Tractus Team GmbH,tractus.info,Tap to Tie,44,2,2.7,HORIZONTAL
Tractus Team GmbH,tractus.info,vemeto GmbH,43,1,2.65,HORIZONTAL
hanf im glück,https://hanf-im-glueck.shop/,CareLend,47,3,2.85,HORIZONTAL
hanf im glück,https://hanf-im-glueck.shop/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
hanf im glück,https://hanf-im-glueck.shop/,HRlab,45,2,2.75,HORIZONTAL
hanf im glück,https://hanf-im-glueck.shop/,Tap to Tie,44,2,2.7,HORIZONTAL
hanf im glück,https://hanf-im-glueck.shop/,vemeto GmbH,43,1,2.65,HORIZONTAL
Multipac Verpackungen GmbH,multipac.de,CareLend,47,3,2.85,HORIZONTAL
Multipac Verpackungen GmbH,multipac.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Multipac Verpackungen GmbH,multipac.de,HRlab,45,2,2.75,HORIZONTAL
Multipac Verpackungen GmbH,multipac.de,Tap to Tie,44,2,2.7,HORIZONTAL
Multipac Verpackungen GmbH,multipac.de,vemeto GmbH,43,1,2.65,HORIZONTAL
BetterReply GmbH,better-reply.de,CareLend,47,3,2.85,HORIZONTAL
BetterReply GmbH,better-reply.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
BetterReply GmbH,better-reply.de,HRlab,45,2,2.75,HORIZONTAL
BetterReply GmbH,better-reply.de,Tap to Tie,44,2,2.7,HORIZONTAL
BetterReply GmbH,better-reply.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Kellergroup,kellergroup.de,CareLend,47,3,2.85,HORIZONTAL
Kellergroup,kellergroup.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Kellergroup,kellergroup.de,HRlab,45,2,2.75,HORIZONTAL
Kellergroup,kellergroup.de,Tap to Tie,44,2,2.7,HORIZONTAL
Kellergroup,kellergroup.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Pyramid Computer GmbH,pyramid-computer.com,CareLend,47,3,2.85,HORIZONTAL
Pyramid Computer GmbH,pyramid-computer.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Pyramid Computer GmbH,pyramid-computer.com,HRlab,45,2,2.75,HORIZONTAL
Pyramid Computer GmbH,pyramid-computer.com,Tap to Tie,44,2,2.7,HORIZONTAL
Pyramid Computer GmbH,pyramid-computer.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Planstack,www.planstack.de,CareLend,47,3,2.85,HORIZONTAL
Planstack,www.planstack.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Planstack,www.planstack.de,HRlab,45,2,2.75,HORIZONTAL
Planstack,www.planstack.de,Tap to Tie,44,2,2.7,HORIZONTAL
Planstack,www.planstack.de,vemeto GmbH,43,1,2.65,HORIZONTAL
ID Information und Dokumentation im Gesundheitswesen GmbH & Co. KGaA,id-berlin.de,CareLend,47,3,2.85,HORIZONTAL
ID Information und Dokumentation im Gesundheitswesen GmbH & Co. KGaA,id-berlin.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
ID Information und Dokumentation im Gesundheitswesen GmbH & Co. KGaA,id-berlin.de,HRlab,45,2,2.75,HORIZONTAL
ID Information und Dokumentation im Gesundheitswesen GmbH & Co. KGaA,id-berlin.de,Tap to Tie,44,2,2.7,HORIZONTAL
ID Information und Dokumentation im Gesundheitswesen GmbH & Co. KGaA,id-berlin.de,vemeto GmbH,43,1,2.65,HORIZONTAL
biocon Medizintechnik GmbH,biocon-online.de,CareLend,47,3,2.85,HORIZONTAL
biocon Medizintechnik GmbH,biocon-online.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
biocon Medizintechnik GmbH,biocon-online.de,HRlab,45,2,2.75,HORIZONTAL
biocon Medizintechnik GmbH,biocon-online.de,Tap to Tie,44,2,2.7,HORIZONTAL
biocon Medizintechnik GmbH,biocon-online.de,vemeto GmbH,43,1,2.65,HORIZONTAL
SECO S.p.A.,seco.com,CareLend,47,3,2.85,HORIZONTAL
SECO S.p.A.,seco.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
SECO S.p.A.,seco.com,HRlab,45,2,2.75,HORIZONTAL
SECO S.p.A.,seco.com,Tap to Tie,44,2,2.7,HORIZONTAL
SECO S.p.A.,seco.com,vemeto GmbH,43,1,2.65,HORIZONTAL
intratool GmbH,https://www.intratool.de/,CareLend,47,3,2.85,HORIZONTAL
intratool GmbH,https://www.intratool.de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
intratool GmbH,https://www.intratool.de/,HRlab,45,2,2.75,HORIZONTAL
intratool GmbH,https://www.intratool.de/,Tap to Tie,44,2,2.7,HORIZONTAL
intratool GmbH,https://www.intratool.de/,vemeto GmbH,43,1,2.65,HORIZONTAL
Recup,https://recup.de/,CareLend,47,3,2.85,HORIZONTAL
Recup,https://recup.de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Recup,https://recup.de/,HRlab,45,2,2.75,HORIZONTAL
Recup,https://recup.de/,Tap to Tie,44,2,2.7,HORIZONTAL
Recup,https://recup.de/,vemeto GmbH,43,1,2.65,HORIZONTAL
Tool Sesne,https://toolsense.io/de/,CareLend,47,3,2.85,HORIZONTAL
Tool Sesne,https://toolsense.io/de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Tool Sesne,https://toolsense.io/de/,HRlab,45,2,2.75,HORIZONTAL
Tool Sesne,https://toolsense.io/de/,Tap to Tie,44,2,2.7,HORIZONTAL
Tool Sesne,https://toolsense.io/de/,vemeto GmbH,43,1,2.65,HORIZONTAL
webid-solution,https://www.webid-solutions.de,CareLend,47,3,2.85,HORIZONTAL
webid-solution,https://www.webid-solutions.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
webid-solution,https://www.webid-solutions.de,HRlab,45,2,2.75,HORIZONTAL
webid-solution,https://www.webid-solutions.de,Tap to Tie,44,2,2.7,HORIZONTAL
webid-solution,https://www.webid-solutions.de,vemeto GmbH,43,1,2.65,HORIZONTAL
OPHEO Solutions GmbH,opheo.com,CareLend,47,3,2.85,HORIZONTAL
OPHEO Solutions GmbH,opheo.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
OPHEO Solutions GmbH,opheo.com,HRlab,45,2,2.75,HORIZONTAL
OPHEO Solutions GmbH,opheo.com,Tap to Tie,44,2,2.7,HORIZONTAL
OPHEO Solutions GmbH,opheo.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Pflegeprozessmanager,pflegeprozessmanager.de,CareLend,47,3,2.85,HORIZONTAL
Pflegeprozessmanager,pflegeprozessmanager.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Pflegeprozessmanager,pflegeprozessmanager.de,HRlab,45,2,2.75,HORIZONTAL
Pflegeprozessmanager,pflegeprozessmanager.de,Tap to Tie,44,2,2.7,HORIZONTAL
Pflegeprozessmanager,pflegeprozessmanager.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Seven Vending,seven-vending.com,CareLend,47,3,2.85,HORIZONTAL
Seven Vending,seven-vending.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Seven Vending,seven-vending.com,HRlab,45,2,2.75,HORIZONTAL
Seven Vending,seven-vending.com,Tap to Tie,44,2,2.7,HORIZONTAL
Seven Vending,seven-vending.com,vemeto GmbH,43,1,2.65,HORIZONTAL
mobiloclean Handelsgruppe GmbH & Co. KG,mobiloclean.de,CareLend,47,3,2.85,HORIZONTAL
mobiloclean Handelsgruppe GmbH & Co. KG,mobiloclean.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
mobiloclean Handelsgruppe GmbH & Co. KG,mobiloclean.de,HRlab,45,2,2.75,HORIZONTAL
mobiloclean Handelsgruppe GmbH & Co. KG,mobiloclean.de,Tap to Tie,44,2,2.7,HORIZONTAL
mobiloclean Handelsgruppe GmbH & Co. KG,mobiloclean.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Syntegon Technology GmbH,syntegon.com,CareLend,47,3,2.85,HORIZONTAL
Syntegon Technology GmbH,syntegon.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Syntegon Technology GmbH,syntegon.com,HRlab,45,2,2.75,HORIZONTAL
Syntegon Technology GmbH,syntegon.com,Tap to Tie,44,2,2.7,HORIZONTAL
Syntegon Technology GmbH,syntegon.com,vemeto GmbH,43,1,2.65,HORIZONTAL
matchory,www.matchory.com,CareLend,47,3,2.85,HORIZONTAL
matchory,www.matchory.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
matchory,www.matchory.com,HRlab,45,2,2.75,HORIZONTAL
matchory,www.matchory.com,Tap to Tie,44,2,2.7,HORIZONTAL
matchory,www.matchory.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Brickwise,www.brickwise.at,CareLend,47,3,2.85,HORIZONTAL
Brickwise,www.brickwise.at,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Brickwise,www.brickwise.at,HRlab,45,2,2.75,HORIZONTAL
Brickwise,www.brickwise.at,Tap to Tie,44,2,2.7,HORIZONTAL
Brickwise,www.brickwise.at,vemeto GmbH,43,1,2.65,HORIZONTAL
Kwikset,www.kwikset.de,CareLend,47,3,2.85,HORIZONTAL
Kwikset,www.kwikset.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Kwikset,www.kwikset.de,HRlab,45,2,2.75,HORIZONTAL
Kwikset,www.kwikset.de,Tap to Tie,44,2,2.7,HORIZONTAL
Kwikset,www.kwikset.de,vemeto GmbH,43,1,2.65,HORIZONTAL
1Komma5° GmbH,www.1komma5grad.com,CareLend,47,3,2.85,HORIZONTAL
1Komma5° GmbH,www.1komma5grad.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
1Komma5° GmbH,www.1komma5grad.com,HRlab,45,2,2.75,HORIZONTAL
1Komma5° GmbH,www.1komma5grad.com,Tap to Tie,44,2,2.7,HORIZONTAL
1Komma5° GmbH,www.1komma5grad.com,vemeto GmbH,43,1,2.65,HORIZONTAL
gilspa,https://www.glispa.com/,CareLend,47,3,2.85,HORIZONTAL
gilspa,https://www.glispa.com/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
gilspa,https://www.glispa.com/,HRlab,45,2,2.75,HORIZONTAL
gilspa,https://www.glispa.com/,Tap to Tie,44,2,2.7,HORIZONTAL
gilspa,https://www.glispa.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
rexroth,https://www.boschrexroth.com/,CareLend,47,3,2.85,HORIZONTAL
rexroth,https://www.boschrexroth.com/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
rexroth,https://www.boschrexroth.com/,HRlab,45,2,2.75,HORIZONTAL
rexroth,https://www.boschrexroth.com/,Tap to Tie,44,2,2.7,HORIZONTAL
rexroth,https://www.boschrexroth.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
Security Robotics GmbH,security-robotics.de,CareLend,47,3,2.85,HORIZONTAL
Security Robotics GmbH,security-robotics.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Security Robotics GmbH,security-robotics.de,HRlab,45,2,2.75,HORIZONTAL
Security Robotics GmbH,security-robotics.de,Tap to Tie,44,2,2.7,HORIZONTAL
Security Robotics GmbH,security-robotics.de,vemeto GmbH,43,1,2.65,HORIZONTAL
BauMaster,https://bau-master.com/,CareLend,47,3,2.85,HORIZONTAL
BauMaster,https://bau-master.com/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
BauMaster,https://bau-master.com/,HRlab,45,2,2.75,HORIZONTAL
BauMaster,https://bau-master.com/,Tap to Tie,44,2,2.7,HORIZONTAL
BauMaster,https://bau-master.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
DeskFlex Inc.,deskflex.com,CareLend,47,3,2.85,HORIZONTAL
DeskFlex Inc.,deskflex.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
DeskFlex Inc.,deskflex.com,HRlab,45,2,2.75,HORIZONTAL
DeskFlex Inc.,deskflex.com,Tap to Tie,44,2,2.7,HORIZONTAL
DeskFlex Inc.,deskflex.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Confinerie bosch,https://www.confiserie-bosch.de/,CareLend,47,3,2.85,HORIZONTAL
Confinerie bosch,https://www.confiserie-bosch.de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Confinerie bosch,https://www.confiserie-bosch.de/,HRlab,45,2,2.75,HORIZONTAL
Confinerie bosch,https://www.confiserie-bosch.de/,Tap to Tie,44,2,2.7,HORIZONTAL
Confinerie bosch,https://www.confiserie-bosch.de/,vemeto GmbH,43,1,2.65,HORIZONTAL
Schülke & Mayr GmbH,schuelke.com,CareLend,47,3,2.85,HORIZONTAL
Schülke & Mayr GmbH,schuelke.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Schülke & Mayr GmbH,schuelke.com,HRlab,45,2,2.75,HORIZONTAL
Schülke & Mayr GmbH,schuelke.com,Tap to Tie,44,2,2.7,HORIZONTAL
Schülke & Mayr GmbH,schuelke.com,vemeto GmbH,43,1,2.65,HORIZONTAL
PflegeOffice,pflegeoffice.de,CareLend,47,3,2.85,HORIZONTAL
PflegeOffice,pflegeoffice.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
PflegeOffice,pflegeoffice.de,HRlab,45,2,2.75,HORIZONTAL
PflegeOffice,pflegeoffice.de,Tap to Tie,44,2,2.7,HORIZONTAL
PflegeOffice,pflegeoffice.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Sitelife,https://www.sitelife.de/,CareLend,47,3,2.85,HORIZONTAL
Sitelife,https://www.sitelife.de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Sitelife,https://www.sitelife.de/,HRlab,45,2,2.75,HORIZONTAL
Sitelife,https://www.sitelife.de/,Tap to Tie,44,2,2.7,HORIZONTAL
Sitelife,https://www.sitelife.de/,vemeto GmbH,43,1,2.65,HORIZONTAL
ibo Software GmbH,ibo.de,CareLend,47,3,2.85,HORIZONTAL
ibo Software GmbH,ibo.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
ibo Software GmbH,ibo.de,HRlab,45,2,2.75,HORIZONTAL
ibo Software GmbH,ibo.de,Tap to Tie,44,2,2.7,HORIZONTAL
ibo Software GmbH,ibo.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Sauer Software GmbH,sauer-os.de,CareLend,47,3,2.85,HORIZONTAL
Sauer Software GmbH,sauer-os.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Sauer Software GmbH,sauer-os.de,HRlab,45,2,2.75,HORIZONTAL
Sauer Software GmbH,sauer-os.de,Tap to Tie,44,2,2.7,HORIZONTAL
Sauer Software GmbH,sauer-os.de,vemeto GmbH,43,1,2.65,HORIZONTAL
voize GmbH,voize.de,CareLend,47,3,2.85,HORIZONTAL
voize GmbH,voize.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
voize GmbH,voize.de,HRlab,45,2,2.75,HORIZONTAL
voize GmbH,voize.de,Tap to Tie,44,2,2.7,HORIZONTAL
voize GmbH,voize.de,vemeto GmbH,43,1,2.65,HORIZONTAL
LIS AG,lis.eu,CareLend,47,3,2.85,HORIZONTAL
LIS AG,lis.eu,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
LIS AG,lis.eu,HRlab,45,2,2.75,HORIZONTAL
LIS AG,lis.eu,Tap to Tie,44,2,2.7,HORIZONTAL
LIS AG,lis.eu,vemeto GmbH,43,1,2.65,HORIZONTAL
cosinex GmbH,cosinex.de,CareLend,47,3,2.85,HORIZONTAL
cosinex GmbH,cosinex.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
cosinex GmbH,cosinex.de,HRlab,45,2,2.75,HORIZONTAL
cosinex GmbH,cosinex.de,Tap to Tie,44,2,2.7,HORIZONTAL
cosinex GmbH,cosinex.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Jedox AG,jedox.com,CareLend,47,3,2.85,HORIZONTAL
Jedox AG,jedox.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Jedox AG,jedox.com,HRlab,45,2,2.75,HORIZONTAL
Jedox AG,jedox.com,Tap to Tie,44,2,2.7,HORIZONTAL
Jedox AG,jedox.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Stumbaum GmbH,www.stumbaum.de,CareLend,47,3,2.85,HORIZONTAL
Stumbaum GmbH,www.stumbaum.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Stumbaum GmbH,www.stumbaum.de,HRlab,45,2,2.75,HORIZONTAL
Stumbaum GmbH,www.stumbaum.de,Tap to Tie,44,2,2.7,HORIZONTAL
Stumbaum GmbH,www.stumbaum.de,vemeto GmbH,43,1,2.65,HORIZONTAL
ALFAPLAn GmbH,alfaplan.de,CareLend,47,3,2.85,HORIZONTAL
ALFAPLAn GmbH,alfaplan.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
ALFAPLAn GmbH,alfaplan.de,HRlab,45,2,2.75,HORIZONTAL
ALFAPLAn GmbH,alfaplan.de,Tap to Tie,44,2,2.7,HORIZONTAL
ALFAPLAn GmbH,alfaplan.de,vemeto GmbH,43,1,2.65,HORIZONTAL
MID GmbH,mid.de,CareLend,47,3,2.85,HORIZONTAL
MID GmbH,mid.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
MID GmbH,mid.de,HRlab,45,2,2.75,HORIZONTAL
MID GmbH,mid.de,Tap to Tie,44,2,2.7,HORIZONTAL
MID GmbH,mid.de,vemeto GmbH,43,1,2.65,HORIZONTAL
gts systems and consulting GmbH,gts-systems.com,CareLend,47,3,2.85,HORIZONTAL
gts systems and consulting GmbH,gts-systems.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
gts systems and consulting GmbH,gts-systems.com,HRlab,45,2,2.75,HORIZONTAL
gts systems and consulting GmbH,gts-systems.com,Tap to Tie,44,2,2.7,HORIZONTAL
gts systems and consulting GmbH,gts-systems.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Vögeli AG,voegeli.ch,CareLend,47,3,2.85,HORIZONTAL
Vögeli AG,voegeli.ch,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Vögeli AG,voegeli.ch,HRlab,45,2,2.75,HORIZONTAL
Vögeli AG,voegeli.ch,Tap to Tie,44,2,2.7,HORIZONTAL
Vögeli AG,voegeli.ch,vemeto GmbH,43,1,2.65,HORIZONTAL
Baupilot,www.baupilot.com,CareLend,47,3,2.85,HORIZONTAL
Baupilot,www.baupilot.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Baupilot,www.baupilot.com,HRlab,45,2,2.75,HORIZONTAL
Baupilot,www.baupilot.com,Tap to Tie,44,2,2.7,HORIZONTAL
Baupilot,www.baupilot.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Boxler Informatik AG,https://www.boxler.com/,CareLend,47,3,2.85,HORIZONTAL
Boxler Informatik AG,https://www.boxler.com/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Boxler Informatik AG,https://www.boxler.com/,HRlab,45,2,2.75,HORIZONTAL
Boxler Informatik AG,https://www.boxler.com/,Tap to Tie,44,2,2.7,HORIZONTAL
Boxler Informatik AG,https://www.boxler.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
Doctolib GmbH,doctolib.de,CareLend,47,3,2.85,HORIZONTAL
Doctolib GmbH,doctolib.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Doctolib GmbH,doctolib.de,HRlab,45,2,2.75,HORIZONTAL
Doctolib GmbH,doctolib.de,Tap to Tie,44,2,2.7,HORIZONTAL
Doctolib GmbH,doctolib.de,vemeto GmbH,43,1,2.65,HORIZONTAL
SENSO® Dokumentation,develop-group.de,CareLend,47,3,2.85,HORIZONTAL
SENSO® Dokumentation,develop-group.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
SENSO® Dokumentation,develop-group.de,HRlab,45,2,2.75,HORIZONTAL
SENSO® Dokumentation,develop-group.de,Tap to Tie,44,2,2.7,HORIZONTAL
SENSO® Dokumentation,develop-group.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Manz,https://www.manz.com/,CareLend,47,3,2.85,HORIZONTAL
Manz,https://www.manz.com/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Manz,https://www.manz.com/,HRlab,45,2,2.75,HORIZONTAL
Manz,https://www.manz.com/,Tap to Tie,44,2,2.7,HORIZONTAL
Manz,https://www.manz.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
Billie,https://www.billie.io/,CareLend,47,3,2.85,HORIZONTAL
Billie,https://www.billie.io/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Billie,https://www.billie.io/,HRlab,45,2,2.75,HORIZONTAL
Billie,https://www.billie.io/,Tap to Tie,44,2,2.7,HORIZONTAL
Billie,https://www.billie.io/,vemeto GmbH,43,1,2.65,HORIZONTAL
tacterion,tacterion.com,CareLend,47,3,2.85,HORIZONTAL
tacterion,tacterion.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
tacterion,tacterion.com,HRlab,45,2,2.75,HORIZONTAL
tacterion,tacterion.com,Tap to Tie,44,2,2.7,HORIZONTAL
tacterion,tacterion.com,vemeto GmbH,43,1,2.65,HORIZONTAL
CareMan,careman.de,CareLend,47,3,2.85,HORIZONTAL
CareMan,careman.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
CareMan,careman.de,HRlab,45,2,2.75,HORIZONTAL
CareMan,careman.de,Tap to Tie,44,2,2.7,HORIZONTAL
CareMan,careman.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Bau Task,www.bautask.de,CareLend,47,3,2.85,HORIZONTAL
Bau Task,www.bautask.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Bau Task,www.bautask.de,HRlab,45,2,2.75,HORIZONTAL
Bau Task,www.bautask.de,Tap to Tie,44,2,2.7,HORIZONTAL
Bau Task,www.bautask.de,vemeto GmbH,43,1,2.65,HORIZONTAL
seerene,seerene.com,CareLend,47,3,2.85,HORIZONTAL
seerene,seerene.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
seerene,seerene.com,HRlab,45,2,2.75,HORIZONTAL
seerene,seerene.com,Tap to Tie,44,2,2.7,HORIZONTAL
seerene,seerene.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Architext Software GmbH,architext.de,CareLend,47,3,2.85,HORIZONTAL
Architext Software GmbH,architext.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Architext Software GmbH,architext.de,HRlab,45,2,2.75,HORIZONTAL
Architext Software GmbH,architext.de,Tap to Tie,44,2,2.7,HORIZONTAL
Architext Software GmbH,architext.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Connext Vivendi,connext.de,CareLend,47,3,2.85,HORIZONTAL
Connext Vivendi,connext.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Connext Vivendi,connext.de,HRlab,45,2,2.75,HORIZONTAL
Connext Vivendi,connext.de,Tap to Tie,44,2,2.7,HORIZONTAL
Connext Vivendi,connext.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Betriebsmittel-Verwaltung.de,betriebsmittel-verwaltung.de,CareLend,47,3,2.85,HORIZONTAL
Betriebsmittel-Verwaltung.de,betriebsmittel-verwaltung.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
